task,language,origin_query,category_path,label
QC,es,seat león mk3 fr,"automobiles, parts & accessories,interior accessories,car interior storage,stowing tidying",1
QC,ar,أغراض سيارة بناتي,"automobiles, parts & accessories,interior accessories,mounts & holder,universal car bracket",1
QC,de,Baggy Jeans,"women's clothing,jeans（new）,jeans",1
QC,pt,mochila tática 45l,"sports & entertainment,fishing,fishing bags",1
QC,ko,크록스 230,"shoes,women's shoes,women's slippers（do not post in this category）",1
QC,ja,上海ディズニー ダッフィー,"office & school supplies,pens, pencils & writing supplies,highlighters",1
QC,es,zapato verano hombre 2024,"shoes,men's shoes,men's sandals",1
QC,es,auriculares inhalambricos con bluetooth,"consumer electronics,portable audio & video,earphones & headphones",1
QC,ko,여성 겨울 티셔츠,"women's clothing,tops & tees,t-shirts",1
QC,ar,ساعة فرانك مولر,"watches,watches accessories,watchbands",0
QC,de,Arcteryx,"men's clothing,pants,sweatpants",1
QC,ja,シリコンモールド　動物　3d,"home & garden,arts,crafts & sewing,resin molding & casting,resin mold",1
QC,fr,sac femme bandoulière original,"luggage & bags,women's handbags,crossbody bags",1
QC,ko,트레이닝복 세트 남성,"sports shoes,clothing&accessories,sportswear & accessories,running,running pants",0
QC,de,Nexus Lüfter,"jewelry & accessories,fashion jewelry,key chains",0
QC,pt,teclado mecánico com tela,"computer & office,computer peripherals,mice & keyboards,keyboards",1
QC,ko,백투더퓨처,"jewelry & accessories,fashion jewelry,key chains",1
QC,en,iphone 13 mini macsafe,"computer & office,storage device,usb flash drives",0
QC,ar,مضخة هواء لحوض السمك هايليه,"industrial & business,woodworking machinery & accessories,wood router",0
QC,es,maleta para maquina de coser,"home & garden,arts,crafts & sewing,diy apparel sewing supplies,sewing tools & accessory",1
QC,it,giacca Zara Traf donna,"women's clothing,coats & jackets,trench",1
QC,ko,925팔찌,"jewelry & accessories,fine jewelry,earrings,clip earrings",0
QC,it,mouse wireless,"computer & office,computer peripherals,mice & keyboards,mouse",1
QC,fr,sextôy pour couple,"beauty & health,sex products,sex toys,semen lock ring",1
QC,en,car wax cream,"automobiles, parts & accessories,car wash & maintenance,car polishes & waxes",1
QC,en,angel costume woman,"novelty & special use,cosplay accessories,cosplay costumes（deactivate）",1
QC,de,Herrenshorts,"sports & entertainment,camping & hiking,camping & hiking apparel & accessories,hiking shorts",1
QC,ja,オートバイ　タコメーター,"motorcycle equipments & parts,motorcycle parts,instruments & gauges,instruments",1
QC,ko,건크랜베리,"food,dried fruit,dried cranberry",1
QC,ko,캠핑 카트,"sports & entertainment,camping & hiking,camp cooking supplies,outdoor tableware",0
QC,ko,장아찌,"beauty & health,makeup,eyes,mascara",0
QC,es,tous mujer,"women's clothing,coats & jackets,jackets",1
QC,pt,eddsworld,"men's clothing,shirts",1
QC,ko,nmax윈드스크린,"motorcycle equipments & parts,motorcycle parts,handlebars, grips & levers,handlebar",0
QC,pt,straps celular,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",1
QC,en,toyota land cruiser car floor mats,"automobiles, parts & accessories,interior accessories,car mat accessories,universal car floor mats",1
QC,pt,copo com canudo térmico,"home & garden,kitchen,dining & bar,coffeeware,coffee cups",1
QC,es,lentes para hombre,"beauty & health,health care,contact lenses,contact lenses",1
QC,ar,حافظة سامسونج A34 5G,"consumer electronics,portable audio & video,earphones & headphones",0
QC,de,Ugg Sneaker,"sports shoes,clothing&accessories,sneakers,toning shoes",0
QC,ar,لابتوب صغير,"computer & office,laptops",1
QC,fr,collier africain,"jewelry & accessories,fashion jewelry,jewelry sets",0
QC,es,alma secret crema panal,"mother & kids,baby care,baby skin care,diaper creams",1
QC,it,tesmo,"tools,drill bits, saw blades & cutting tools,drill bit",1
QC,pl,dekoracje Eid Mubarak,"home & garden,festive & party supplies,event & party,gift boxes & bags",0
QC,de,Blende Seat Ibiza 6L,"automobiles, parts & accessories,interior parts,car pedals and parts,pedals",1
QC,it,trimmer 000,"home appliances,personal care appliances,hair trimmers",1
QC,ko,보냉물통,"home & garden,kitchen,dining & bar,drinkware,vacuum flasks & thermoses",1
QC,fr,sachet bonbon transparents,"home & garden,festive & party supplies,event & party,gift boxes & bags",1
QC,es,pañoleta,"apparel accessories,new scarf &wrap,neckerchief",1
QC,ja,モバイルバッテリー　12v,"phones & telecommunications,mobile phone parts,mobile phone batteries",1
QC,it,scarpe invernali da uomo,"shoes,men's shoes,casual sneakers",1
QC,pl,tn,"sports shoes,clothing&accessories,sneakers,running shoes",1
QC,ko,미니서랍정리함,"home & garden,arts,crafts & sewing,arts, crafts & sewing storage,diy apparel & needlework storage",1
QC,ja,カラビナ　ハート,"sports & entertainment,camping & hiking,outdoor tools",1
QC,it,Potara,"jewelry & accessories,fine jewelry,earrings,hoop earrings",1
QC,pt,solda estanho,"tools,welding equipment & supplies,plastic welders",0
QC,es,plug ana mujer,"beauty & health,sex products,sex toys,anal beads",1
QC,pt,peças para bicicleta aro 26,"sports & entertainment,cycling,bicycle parts,bicycle stem",1
QC,ko,대형견 옷,"home & garden,pet products,dog supplies,dog dresses",1
QC,it,Felpa hip-hop americana bianca con stampa all-over,"women's clothing,hoodies & sweatshirts",1
QC,it,portafoglio per ragazze,"luggage & bags,wallets & holders,coin purses",1
QC,pl,koszulka Naruto,"women's clothing,tops & tees,polo shirts",1
QC,fr,pc gamer,"computer & office,computer peripherals,graphics tablet & digital tablets,digital tablets",0
QC,ja,車・ラジコンカー,"toys & hobbies,remote control toys,rc cars",1
QC,en,bmw m135i,"automobiles, parts & accessories,car lights,signal lamp assembly,reading lights assembly",1
QC,pt,toalhas,"home & garden,home textile,towel/bathrobe,handkerchief towels",1
QC,fr,rouleau sac sous vide alimentaire,"home appliances,kitchen appliances,kitchen vacuum sealer parts",0
QC,es,correas apple watch se,"consumer electronics,smart electronics,smart home,automation modules",0
QC,de,Kleiderstoffe,"home & garden,arts,crafts & sewing,fabrics,home textile yarn-dyed fabric",0
QC,pt,boia piscina,"sports & entertainment,fishing,fishing float",0
QC,pl,plakat tylko dla dziewczynek,"home & garden,home decor,home decoration stickers & posters,poster stickers",1
QC,pt,organizador brinquedos,"furniture,children furniture,children's wardrobes",0
QC,es,cepillos interdentales,"home & garden,household merchandises,bathroom products,bath brushes, sponges & scrubbers",0
QC,es,alfa romeo guillieta,"automobiles, parts & accessories,car repair tool,car disassembly tool,hand-held disassembly tools",1
QC,ko,Wy016 보트,"motorcycle equipments & parts,boats,fishing boats",1
QC,it,pesca yinyu,"sports & entertainment,fishing,fish finder",1
QC,ar,ملابس داخلية رياضية,"sports & entertainment,skiing & snowboarding,skiing,skiing underwear set",1
QC,fr,scapulaire bijou,"jewelry & accessories,fashion jewelry,earrings,dangle earrings",0
QC,ar,طقم بيرسينج,"jewelry & accessories,jewelry making,jewelry findings & components（new）,jewelry findings & components(old, obsolete)",0
QC,ko,요강,"underwear,women's intimates,active bra",0
QC,pl,wodoodporne USB,"automobiles, parts & accessories,interior parts,interior replacement parts,cigarette lighter",1
QC,ko,손발톱곰팡이레이저,"home appliances,personal care appliances,personal care appliance accessories",0
QC,de,Yuca,"home & garden,home textile,blanket",0
QC,en,rayban glasses men,"sports & entertainment,cycling,cycling equipment,cycling sunglasses",1
QC,es,walmank reproductor,"consumer electronics,portable audio & video,mp3 players",1
QC,ja,キッズ,"toys & hobbies,outdoor fun & sports,bubbles",1
QC,ko,키티 옷,"men's clothing,coats & jackets,jackets",1
QC,pt,urso de pelucia que respira,"home & garden,home decor,decoration crafts,figurines & miniatures",0
QC,ja,マキタ オーガナイザー,"tools,tools packaging,tool cabinet",1
QC,ja,防犯カメラ,"security & protection,video surveillance,surveillance camera,solor camera",1
QC,it,organizzatore per auto,"automobiles, parts & accessories,interior accessories,car interior storage,nets",1
QC,ar,تي شيرتات مخصصة,"women's clothing,plus size clothes,plus size t-shirts",1
QC,de,Good Vibes Aufkleber,"phones & telecommunications accessories,mobile phone accessories,mobile phone sticker & back flim",1
QC,pt,vestido de alto luxo bordados,"mother & kids,children's clothing,girls dresses,kids cospaly dresses",0
QC,ko,패딩백,"luggage & bags,women's handbags,chest bags",1
QC,pt,tênis masculino esportivo,"sports shoes,clothing&accessories,sneakers,running shoes",1
QC,en,saree brochers,"jewelry & accessories,fine jewelry,bracelets",0
QC,ar,أحذية بالنسياغا الرياضية,"sports shoes,clothing&accessories,sneakers,running shoes",1
QC,de,Sexspielzeug,"consumer electronics,camera & photo,film cameras",0
QC,pl,czapka z daszkiem,"apparel accessories,hats & caps,visors",0
QC,es,cr425 recargable,"sports & entertainment,fishing,fishing tools",0
QC,en,spy 4g sound,"consumer electronics,portable audio & video,digital voice recorders",1
QC,ko,육식토끼,"home & garden,pet products,small animals,cages",0
QC,fr,support telephone moto,"phones & telecommunications accessories,mobile phone accessories,holders & stands",1
QC,ko,맥세이프 핑거링,"jewelry & accessories,fine jewelry,rings",0
QC,ar,ملابس رجالية,"men's clothing,tops & tees,t-shirts",1
QC,pt,afiado,"computer & office,laptops",0
QC,es,cuentas pulseras letras,"jewelry & accessories,fashion jewelry,beads",1
QC,it,t-shirt One Piece,"men's clothing,tops & tees,tailor-made t-shirts",1
QC,fr,lija de finger skate,"toys & hobbies,novelty & gag toys,finger skateboards & bikes",1
QC,es,rop de cam,"mother & kids,bedding,bedding sets",0
QC,ko,맘커플 원피스,"mother & kids,children's clothing,family matching outfits",1
QC,ar,ديكور حفل استقبال المولود,"home & garden,festive & party supplies,event & party,party favors",1
QC,pl,transformers takara tomy,"toys & hobbies,action & toy figures,animation derivatives/peripheral products",1
QC,it,accendino per sigari,"home & garden,household merchandises,lighters & smoking accessories,cigarette accessories",1
QC,ko,w214 e클래스,"automobiles, parts & accessories,interior accessories,car interior decor accessories,automotive interior stickers",1
QC,en,emont,"consumer electronics,home audio & video,projects & accessories,projectors",1
QC,pt,gargantilhas pedras coloridas,"jewelry & accessories,fine jewelry,necklaces",1
QC,de,Kies-Sack,"luggage & bags,women's handbags,shoulder bags",0
QC,de,Schlagschrauber,"tools,power tools,electric drill",1
QC,fr,perruque cheveux humain frange,"hair extensions & wigs,human wigs( for black),full lace wigs",0
QC,it,accessori elettrici moto,"motorcycle equipments & parts,motorcycle parts,electrical & ignition,motorcycle ignition",1
QC,fr,chaussure gothique femme,"shoes,women's shoes,women's slippers（do not post in this category）",1
QC,pl,zabawki erotyczne dla penisa 18+,"beauty & health,sex products,sex toys,anal sex toys",1
QC,pl,Stolik do manicure,"beauty & health,nail art & tools,nail tools,hand rests",0
QC,es,pantalla para carro 9 pulgadas,"automobiles, parts & accessories,car electronics,car video players,car mp4,mp5",1
QC,en,gold wedding decoration,"home & garden,festive & party supplies,event & party,place cards & place card holders",1
QC,pt,pelicula de privacidade samsung a30,"phones & telecommunications accessories,mobile phone accessories,screen protectors",1
QC,it,orologi da donna,"watches,women's watches,mechanical wristwatches",1
QC,en,artemia,"consumer electronics,home audio & video,dvd, vcd players",0
QC,ko,아이언커버,"home & garden,home textile,duvet cover",0
QC,it,tfaf zara,"women's clothing,dresses",1
QC,es,cama plegables para dormir,"furniture,home furniture,bedroom furniture,folding beds",1
QC,ja,バギー・ワイド,"motorcycle equipments & parts,motorcycle parts,body & frame,frames",0
QC,pl,ramal fz 16,"motorcycle equipments & parts,motorcycle parts,brakes & suspension,motorbike brakes",1
QC,pt,vestido de formatura,"weddings & events,special occasion dresses,homecoming dresses",1
QC,en,ebo se,"home appliances,cleaning appliances,vacuum cleaners",0
QC,ja,赤ちゃん用品,"mother & kids,baby strollers&accessories,baby stroller accessories & parts,organizers",1
QC,es,camiseta nba,"sports shoes,clothing&accessories,sportswear & accessories,children sportswear & accessories,children quick-dry shirts",0
QC,ko,보름달랜턴 15600 80w,"lights & lighting,portable lighting,flashlights & torches",0
QC,ja,リップアートメイク,"beauty & health,makeup,lips,lip liner",1
QC,fr,poupee gonflable 3 trou,"toys & hobbies,outdoor fun & sports,inflatable toys",0
QC,de,Laser-Wasserwaage,"lights & lighting,commercial lighting,stage lighting effect",0
QC,es,vinilos grandes coche,"automobiles, parts & accessories,exterior accessories,car stickers",1
QC,de,Weihnachtsoutfit für Hunde,"home & garden,pet products,dog supplies,dog shorts",1
QC,fr,films de protection voiture,"automobiles, parts & accessories,exterior accessories,reflective strips",0
QC,pt,type r honda,"automobiles, parts & accessories,interior accessories,automobile interior others,sound & heat insulation cotton",1
QC,pt,camera do brasil,"security & protection,video surveillance,surveillance camera,solor camera",1
QC,de,Longchamp Tasche,"luggage & bags,school bags",1
QC,de,Wanbox,"automobiles, parts & accessories,car electronics,car dvr,dvr/dash camera",0
QC,ko,털 부츠,"shoes,men's shoes,men's boots（do not post in this category）",1
QC,pt,veneida,"office & school supplies,stationery sticker",0
QC,ko,자동차 장식품,"automobiles, parts & accessories,interior parts,interior mirrors & baby mirrors",0
QC,ja,フィギュア one piece,"toys & hobbies,action & toy figures,action figures",1
QC,it,trk 702,"motorcycle equipments & parts,motorcycle parts,handlebars, grips & levers,risers",1
